"","country","continent","year","lifeExp","pop","gdpPercap"
"1394","Chile","Americas",1987,72.492,12463354,5547.063754
"1395","Oman","Asia",1997,72.499,2283635,19702.05581
"1396","Germany","Europe",1977,72.5,78160773,20512.92123
"1397","Finland","Europe",1977,72.52,4738902,15605.42283
"1398","Croatia","Europe",1992,72.527,4494013,8447.794873
"1399","Jordan","Asia",2007,72.535,6053193,4519.461171
"1400","Jamaica","Americas",2007,72.567,2780132,7320.880262
"1401","Hungary","Europe",2002,72.59,10083313,14843.93556
"1402","Bahrain","Asia",1992,72.601,529491,19035.57917
"1403","Cuba","Americas",1977,72.649,9537988,6380.494966
"1404","Norway","Europe",1952,72.67,3327728,10095.42172
"1405","Slovak Republic","Europe",1997,72.71,5383010,12126.23065
"1406","Libya","Africa",2002,72.737,5368585,9534.677467
"1407","Poland","Europe",1997,72.75,38654957,10159.58368
"1408","Uruguay","Americas",1992,72.752,3149262,8137.004775
"1409","United Kingdom","Europe",1977,72.76,56179000,17428.74846
"1410","Venezuela","Americas",2002,72.766,24287670,8605.047831
"1411","Portugal","Europe",1982,72.77,9859650,11753.84291
"1412","Switzerland","Europe",1967,72.77,6063000,22966.14432
"1413","Saudi Arabia","Asia",2007,72.777,27601038,21654.83194
"1414","Belgium","Europe",1977,72.8,9821800,19117.97448
"1415","Mauritius","Africa",2007,72.801,1250882,10956.99112
"1416","Canada","Americas",1972,72.88,22284500,18970.57086
"1417","Colombia","Americas",2007,72.889,44227550,7006.580419
"1418","Nicaragua","Americas",2007,72.899,5675356,2749.320965
"1419","Albania","Europe",1997,72.95,3428038,3193.054604
"1420","Denmark","Europe",1967,72.96,4838800,15937.21123
"1421","China","Asia",2007,72.961,1318683096,4959.114854
"1422","Netherlands","Europe",1957,72.99,11026383,11276.19344
"1423","Bulgaria","Europe",2007,73.005,7322858,10680.79282
"1424","Vietnam","Asia",2002,73.017,80908147,1764.456677
"1425","Tunisia","Africa",2002,73.042,9770575,5722.895655
"1426","Malaysia","Asia",2002,73.044,22662365,10206.97794
"1427","Syria","Asia",2002,73.053,17155814,4090.925331
"1428","Israel","Asia",1977,73.06,3495918,13306.61921
"1429","Spain","Europe",1972,73.06,34513161,10638.75131
"1430","Montenegro","Europe",1977,73.066,560073,9595.929905
"1431","Ireland","Europe",1982,73.1,3480000,12618.32141
"1432","Austria","Europe",1982,73.18,7574613,21597.08362
"1433","Serbia","Europe",2002,73.213,10111559,7236.075251
"1434","Netherlands","Europe",1962,73.23,11805689,12790.84956
"1435","Bosnia and Herzegovina","Europe",1997,73.244,3607000,4766.355904
"1436","Argentina","Americas",1997,73.275,36203463,10967.28195
"1437","Hungary","Europe",2007,73.338,9956108,18008.94444
"1438","Sweden","Europe",1962,73.37,7561588,12329.44192
"1439","United States","Americas",1977,73.38,220239000,24072.63213
"1440","Taiwan","Asia",1987,73.4,19757799,11054.56175
"1441","Japan","Asia",1972,73.42,107188273,14778.78636
"1442","West Bank and Gaza","Asia",2007,73.422,4018332,3025.349798
"1443","Norway","Europe",1957,73.44,3491938,11653.97304
"1444","Puerto Rico","Americas",1977,73.44,3080828,9770.524921
"1445","Costa Rica","Americas",1982,73.45,2424367,5262.734751
"1446","Denmark","Europe",1972,73.47,4991596,18866.20721
"1447","Iceland","Europe",1957,73.47,165110,9244.001412
"1448","Norway","Europe",1962,73.47,3638919,13450.40151
"1449","Italy","Europe",1977,73.48,56059245,14255.98475
"1450","Australia","Oceania",1977,73.49,14074100,18334.19751
"1451","Singapore","Asia",1987,73.56,2794552,18861.53081
"1452","Hong Kong, China","Asia",1977,73.6,4583700,11186.14125
"1453","Reunion","Africa",1992,73.615,622191,6101.255823
"1454","Slovenia","Europe",1992,73.64,1999210,14214.71681
"1455","Mexico","Americas",1997,73.67,95895146,9767.29753
"1456","Croatia","Europe",1997,73.68,4444595,9875.604515
"1457","Greece","Europe",1977,73.68,9308479,14195.52428
"1458","Iceland","Europe",1962,73.68,182053,10350.15906
"1459","Cuba","Americas",1982,73.717,9789224,7316.918107
"1460","Iceland","Europe",1967,73.73,198676,13319.89568
"1461","Panama","Americas",1997,73.738,2734531,7113.692252
"1462","Venezuela","Americas",2007,73.747,26084662,11415.80569
"1463","Netherlands","Europe",1972,73.75,13329874,18794.74567
"1464","Puerto Rico","Americas",1982,73.75,3279001,10330.98915
"1465","Switzerland","Europe",1972,73.78,6401400,27195.11304
"1466","Germany","Europe",1982,73.8,78335266,22031.53274
"1467","Slovak Republic","Europe",2002,73.8,5410052,13638.77837
"1468","Netherlands","Europe",1967,73.82,12596822,15363.25136
"1469","France","Europe",1977,73.83,53165019,18292.63514
"1470","New Zealand","Oceania",1982,73.84,3210650,17632.4104
"1471","Puerto Rico","Americas",1992,73.911,3585176,14641.58711
"1472","Tunisia","Africa",2007,73.923,10276158,7092.923025
"1473","Bahrain","Asia",1997,73.925,598561,20292.01679
"1474","Belgium","Europe",1982,73.93,9856303,20979.84589
"1475","Libya","Africa",2007,73.952,6036914,12057.49928
"1476","Montenegro","Europe",2002,73.981,720230,6557.194282
"1477","Serbia","Europe",2007,74.002,10150265,9786.534714
"1478","Czech Republic","Europe",1997,74.01,10300707,16048.51424
"1479","United Kingdom","Europe",1982,74.04,56339704,18232.42452
"1480","Portugal","Europe",1987,74.06,9915289,13039.30876
"1481","Norway","Europe",1967,74.08,3786019,16361.87647
"1482","Bosnia and Herzegovina","Europe",2002,74.09,4165416,6018.975239
"1483","Montenegro","Europe",1982,74.101,562548,11222.58762
"1484","Chile","Americas",1992,74.126,13572994,7596.125964
"1485","Syria","Asia",2007,74.143,19314747,4184.548089
"1486","Sweden","Europe",1967,74.16,7867931,15258.29697
"1487","Ecuador","Americas",2002,74.173,12921234,5773.044512
"1488","Cuba","Americas",1987,74.174,10239839,7532.924763
"1489","Kuwait","Asia",1987,74.174,1891487,28118.42998
"1490","Oman","Asia",2002,74.193,2713462,19774.83687
"1491","Canada","Americas",1977,74.21,23796400,22090.88306
"1492","Uruguay","Americas",1997,74.223,3262838,9230.240708
"1493","Malaysia","Asia",2007,74.241,24821286,12451.6558
"1494","Vietnam","Asia",2007,74.249,85262356,2441.576404
"1495","Taiwan","Asia",1992,74.26,20686918,15215.6579
"1496","New Zealand","Oceania",1987,74.32,3317166,19007.19129
"1497","Argentina","Americas",2002,74.34,38331121,8797.640716
"1498","Norway","Europe",1972,74.34,3933004,18965.05551
"1499","Ireland","Europe",1987,74.36,3539900,13872.86652
"1500","Spain","Europe",1977,74.39,36439000,13236.92117
"1501","Cuba","Americas",1992,74.414,10723260,5592.843963
"1502","Israel","Asia",1982,74.45,3858421,15367.0292
"1503","Iceland","Europe",1972,74.46,209275,15798.06362
"1504","Montenegro","Europe",2007,74.543,684736,9253.896111
"1505","Finland","Europe",1982,74.55,4826933,18533.15761
"1506","Denmark","Europe",1982,74.63,5117810,21688.04048
"1507","Puerto Rico","Americas",1987,74.63,3444468,12281.34191
"1508","Korea, Rep.","Asia",1997,74.647,46173816,15993.52796
"1509","United States","Americas",1982,74.65,232187835,25009.55914
"1510","Slovak Republic","Europe",2007,74.663,5447502,18678.31435
"1511","Poland","Europe",2002,74.67,38625976,12002.23908
"1512","Denmark","Europe",1977,74.69,5088419,20422.9015
"1513","Panama","Americas",2002,74.712,2990875,7356.031934
"1514","Sweden","Europe",1972,74.72,8122293,17832.02464
"1515","Australia","Oceania",1982,74.74,15184200,19477.00928
"1516","Costa Rica","Americas",1987,74.752,2799811,5629.915318
"1517","Reunion","Africa",1997,74.772,684810,6071.941411
"1518","Bahrain","Asia",2002,74.795,656397,23403.55927
"1519","Denmark","Europe",1987,74.8,5127024,25116.17581
"1520","Finland","Europe",1987,74.83,4931729,21141.01223
"1521","Germany","Europe",1987,74.847,77718298,24639.18566
"1522","Bosnia and Herzegovina","Europe",2007,74.852,4552198,7446.298803
"1523","Portugal","Europe",1992,74.86,9927680,16207.26663
"1524","Montenegro","Europe",1987,74.865,569473,11732.51017
"1525","Croatia","Europe",2002,74.876,4481020,11628.38895
"1526","France","Europe",1982,74.89,54433565,20293.89746
"1527","Mexico","Americas",2002,74.902,102479927,10742.44053
"1528","Puerto Rico","Americas",1997,74.917,3759430,16999.4333
"1529","Austria","Europe",1987,74.94,7578903,23687.82607
"1530","Italy","Europe",1982,74.98,56535636,16537.4835
"1531","Ecuador","Americas",2007,74.994,13755680,6873.262326
"1532","United Kingdom","Europe",1987,75.007,56981620,21664.78767
"1533","United States","Americas",1987,75.02,242803533,29884.35041
"1534","Slovenia","Europe",1997,75.13,2011612,17161.10735
"1535","Kuwait","Asia",1992,75.19,1418095,34932.91959
"1536","Greece","Europe",1982,75.24,9786480,15268.42089
"1537","Netherlands","Europe",1977,75.24,13852989,21209.0592
"1538","Taiwan","Asia",1997,75.25,21628605,20206.82098
"1539","Uruguay","Americas",2002,75.307,3363085,7727.002004
"1540","Argentina","Americas",2007,75.32,40301927,12779.37964
"1541","Denmark","Europe",1992,75.33,5171393,26406.73985
"1542","Belgium","Europe",1987,75.35,9870200,22525.56308
"1543","Norway","Europe",1977,75.37,4043205,23311.34939
"1544","Japan","Asia",1977,75.38,113872473,16610.37701
"1545","Switzerland","Europe",1977,75.39,6316424,26982.29052
"1546","Montenegro","Europe",1992,75.435,621621,7003.339037
"1547","Sweden","Europe",1977,75.44,8251648,18855.72521
"1548","Montenegro","Europe",1997,75.445,692651,6465.613349
"1549","Hong Kong, China","Asia",1982,75.45,5264500,14560.53051
"1550","Ireland","Europe",1992,75.467,3557761,17558.81555
"1551","Czech Republic","Europe",2002,75.51,10256295,17596.21022
"1552","Panama","Americas",2007,75.537,3242173,9809.185636
"1553","Poland","Europe",2007,75.563,38518241,15389.92468
"1554","Israel","Asia",1987,75.6,4203148,17122.47986
"1555","Bahrain","Asia",2007,75.635,708573,29796.04834
"1556","Oman","Asia",2007,75.64,3204897,22316.19287
"1557","Albania","Europe",2002,75.651,3508512,4604.211737
"1558","Finland","Europe",1992,75.7,5041039,20647.16499
"1559","Costa Rica","Americas",1992,75.713,3173216,6160.416317
"1560","Reunion","Africa",2002,75.744,743981,6316.1652
"1561","Croatia","Europe",2007,75.748,4493312,14619.22272
"1562","Canada","Americas",1982,75.76,25201900,22898.79214
"1563","Singapore","Asia",1992,75.788,3235865,24769.8912
"1564","Chile","Americas",1997,75.816,14599929,10118.05318
"1565","Norway","Europe",1987,75.89,4186147,31540.9748
"1566","Norway","Europe",1982,75.97,4114787,26298.63531
"1567","Portugal","Europe",1997,75.97,10156415,17641.03156
"1568","Austria","Europe",1992,76.04,7914969,27042.01868
"1569","Netherlands","Europe",1982,76.05,14310401,21399.46046
"1570","Germany","Europe",1992,76.07,80597764,26505.30317
"1571","United States","Americas",1992,76.09,256894189,32003.93224
"1572","Denmark","Europe",1997,76.11,5283663,29804.34567
"1573","Iceland","Europe",1977,76.11,221823,19654.96247
"1574","Ireland","Europe",1997,76.122,3667233,24521.94713
"1575","Cuba","Americas",1997,76.151,10983007,5431.990415
"1576","Kuwait","Asia",1997,76.156,1765345,40300.61996
"1577","Mexico","Americas",2007,76.195,108700891,11977.57496
"1578","Hong Kong, China","Asia",1987,76.2,5584510,20038.47269
"1579","Switzerland","Europe",1982,76.21,6468126,28397.71512
"1580","Spain","Europe",1982,76.3,37983310,13926.16997
"1581","Australia","Oceania",1987,76.32,16257249,21888.88903
"1582","New Zealand","Oceania",1992,76.33,3437674,18363.32494
"1583","France","Europe",1987,76.34,55630100,22066.44214
"1584","Uruguay","Americas",2007,76.384,3447496,10611.46299
"1585","Italy","Europe",1987,76.42,56729703,19207.23482
"1586","Sweden","Europe",1982,76.42,8325260,20667.38125
"1587","United Kingdom","Europe",1992,76.42,57866349,22705.09254
"1588","Albania","Europe",2007,76.423,3600523,5937.029526
"1589","Reunion","Africa",2007,76.442,798094,7670.122558
"1590","Belgium","Europe",1992,76.46,10045622,25575.57069
"1591","Czech Republic","Europe",2007,76.486,10228744,22833.30851
"1592","Slovenia","Europe",2002,76.66,2011497,20660.01936
"1593","Greece","Europe",1987,76.67,9974490,16120.52839
"1594","United States","Americas",1997,76.81,272911760,35767.43303
"1595","Netherlands","Europe",1987,76.83,14665278,23651.32361
"1596","Canada","Americas",1987,76.86,26549700,26626.51503
"1597","Spain","Europe",1987,76.9,38880702,15764.98313
"1598","Kuwait","Asia",2002,76.904,2111561,35110.10566
"1599","Israel","Asia",1992,76.93,4936550,18051.52254
"1600","Iceland","Europe",1982,76.99,233997,23269.6075
"1601","Taiwan","Asia",2002,76.99,22454239,23235.42329
"1602","Greece","Europe",1992,77.03,10325429,17541.49634
"1603","Korea, Rep.","Asia",2002,77.045,47969150,19233.98818
"1604","Japan","Asia",1982,77.11,118454974,19384.10571
"1605","Finland","Europe",1997,77.13,5134406,23723.9502
"1606","Cuba","Americas",2002,77.158,11226999,6340.646683
"1607","Singapore","Asia",1997,77.158,3802309,33519.4766
"1608","Denmark","Europe",2002,77.18,5374693,32166.50006
"1609","Sweden","Europe",1987,77.19,8421403,23586.92927
"1610","United Kingdom","Europe",1997,77.218,58808266,26074.53136
"1611","Iceland","Europe",1987,77.23,244676,26923.20628
"1612","Costa Rica","Americas",1997,77.26,3518107,6677.045314
"1613","Portugal","Europe",2002,77.29,10433867,19970.90787
"1614","United States","Americas",2002,77.31,287675526,39097.09955
"1615","Norway","Europe",1992,77.32,4286357,33965.66115
"1616","Germany","Europe",1997,77.34,82011073,27788.88416
"1617","Switzerland","Europe",1987,77.41,6649942,30281.70459
"1618","Netherlands","Europe",1992,77.42,15174244,26790.94961
"1619","Italy","Europe",1992,77.44,56840847,22013.64486
"1620","France","Europe",1992,77.46,57374179,24703.79615
"1621","Austria","Europe",1997,77.51,8069876,29095.92066
"1622","Belgium","Europe",1997,77.53,10199787,27561.19663
"1623","New Zealand","Oceania",1997,77.55,3676187,21050.41377
"1624","Australia","Oceania",1992,77.56,17481977,23424.76683
"1625","Spain","Europe",1992,77.57,39549438,18603.06452
"1626","Kuwait","Asia",2007,77.588,2505559,47306.98978
"1627","Hong Kong, China","Asia",1992,77.601,5829696,24757.60301
"1628","Puerto Rico","Americas",2002,77.778,3859606,18855.60618
"1629","Ireland","Europe",2002,77.783,3879155,34077.04939
"1630","Chile","Americas",2002,77.86,15497046,10778.78385
"1631","Greece","Europe",1997,77.869,10502372,18747.69814
"1632","Slovenia","Europe",2007,77.926,2009245,25768.25759
"1633","Canada","Americas",1992,77.95,28523502,26342.88426
"1634","Netherlands","Europe",1997,78.03,15604464,30246.13063
"1635","Switzerland","Europe",1992,78.03,6995447,31871.5303
"1636","Portugal","Europe",2007,78.098,10642836,20509.64777
"1637","Costa Rica","Americas",2002,78.123,3834934,7723.447195
"1638","Sweden","Europe",1992,78.16,8718867,23880.01683
"1639","United States","Americas",2007,78.242,301139947,42951.65309
"1640","Greece","Europe",2002,78.256,10603863,22514.2548
"1641","Israel","Asia",1997,78.269,5531387,20896.60924
"1642","Cuba","Americas",2007,78.273,11416987,8948.102923
"1643","Belgium","Europe",2002,78.32,10311970,30485.88375
"1644","Norway","Europe",1997,78.32,4405672,41283.16433
"1645","Denmark","Europe",2007,78.332,5468120,35278.41874
"1646","Finland","Europe",2002,78.37,5193039,28204.59057
"1647","Taiwan","Asia",2007,78.4,23174294,28718.27684
"1648","United Kingdom","Europe",2002,78.471,59912431,29478.99919
"1649","Netherlands","Europe",2002,78.53,16122830,33724.75778
"1650","Chile","Americas",2007,78.553,16284741,13171.63885
"1651","Canada","Americas",1997,78.61,30305843,28954.92589
"1652","Korea, Rep.","Asia",2007,78.623,49044790,23348.13973
"1653","France","Europe",1997,78.64,58623428,25889.78487
"1654","Germany","Europe",2002,78.67,82350671,30035.80198
"1655","Japan","Asia",1987,78.67,122091325,22375.94189
"1656","Puerto Rico","Americas",2007,78.746,3942491,19328.70901
"1657","Iceland","Europe",1992,78.77,259012,25144.39201
"1658","Singapore","Asia",2002,78.77,4197776,36023.1054
"1659","Spain","Europe",1997,78.77,39855442,20445.29896
"1660","Costa Rica","Americas",2007,78.782,4133884,9645.06142
"1661","Italy","Europe",1997,78.82,57479469,24675.02446
"1662","Australia","Oceania",1997,78.83,18565243,26997.93657
"1663","Ireland","Europe",2007,78.885,4109086,40675.99635
"1664","Iceland","Europe",1997,78.95,271192,28061.09966
"1665","Austria","Europe",2002,78.98,8148312,32417.60769
"1666","Norway","Europe",2002,79.05,4535591,44683.97525
"1667","New Zealand","Oceania",2002,79.11,3908037,23189.80135
"1668","Finland","Europe",2007,79.313,5238460,33207.0844
"1669","Japan","Asia",1992,79.36,124329269,26824.89511
"1670","Switzerland","Europe",1997,79.37,7193761,32135.32301
"1671","Sweden","Europe",1997,79.39,8897619,25266.59499
"1672","Germany","Europe",2007,79.406,82400996,32170.37442
"1673","United Kingdom","Europe",2007,79.425,60776238,33203.26128
"1674","Belgium","Europe",2007,79.441,10392226,33692.60508
"1675","Greece","Europe",2007,79.483,10706290,27538.41188
"1676","France","Europe",2002,79.59,59925035,28926.03234
"1677","Israel","Asia",2002,79.696,6029529,21905.59514
"1678","Netherlands","Europe",2007,79.762,16570613,36797.93332
"1679","Canada","Americas",2002,79.77,31902268,33328.96507
"1680","Spain","Europe",2002,79.78,40152517,24835.47166
"1681","Austria","Europe",2007,79.829,8199783,36126.4927
"1682","Singapore","Asia",2007,79.972,4553009,47143.17964
"1683","Hong Kong, China","Asia",1997,80,6495918,28377.63219
"1684","Sweden","Europe",2002,80.04,8954175,29341.63093
"1685","Norway","Europe",2007,80.196,4627926,49357.19017
"1686","New Zealand","Oceania",2007,80.204,4115771,25185.00911
"1687","Italy","Europe",2002,80.24,57926999,27968.09817
"1688","Australia","Oceania",2002,80.37,19546792,30687.75473
"1689","Iceland","Europe",2002,80.5,288030,31163.20196
"1690","Italy","Europe",2007,80.546,58147733,28569.7197
"1691","Switzerland","Europe",2002,80.62,7361757,34480.95771
"1692","Canada","Americas",2007,80.653,33390141,36319.23501
"1693","France","Europe",2007,80.657,61083916,30470.0167
"1694","Japan","Asia",1997,80.69,125956499,28816.58499
"1695","Israel","Asia",2007,80.745,6426679,25523.2771
"1696","Sweden","Europe",2007,80.884,9031088,33859.74835
"1697","Spain","Europe",2007,80.941,40448191,28821.0637
"1698","Australia","Oceania",2007,81.235,20434176,34435.36744
"1699","Hong Kong, China","Asia",2002,81.495,6762476,30209.01516
"1700","Switzerland","Europe",2007,81.701,7554661,37506.41907
"1701","Iceland","Europe",2007,81.757,301931,36180.78919
"1702","Japan","Asia",2002,82,127065841,28604.5919
"1703","Hong Kong, China","Asia",2007,82.208,6980412,39724.97867
"1704","Japan","Asia",2007,82.603,127467972,31656.06806
